,Exit Trade Id,Column,Size,Entry Timestamp,Avg Entry Price,Entry Fees,Exit Timestamp,Avg Exit Price,Exit Fees,PnL,Return,Direction,Status,Position Id
0,0,0,8203.79218473361,2025-11-26 16:00:00,1.15792,0.6649534532582718,2025-11-26 22:00:00,1.15944,0.6658263367467274,-13.800543910799934,-0.0014527905209340728,Short,Closed,0
1,1,0,8181.518665858896,2025-11-27 15:00:00,1.15947,0.664035781325239,2025-12-01 10:00:00,1.16131,0.6650895609294016,-16.38311968743504,-0.001727043045529426,Short,Closed,1
2,2,0,8067.278760095361,2025-12-17 22:00:00,1.1739600000000001,0.6629463801236852,2025-12-24 03:00:00,1.1804999999999999,0.66663958034048,51.43041713055748,0.005430498313400629,Long,Closed,2
3,3,0,8134.949623647441,2026-01-21 17:00:00,1.1702,0.6663662634709908,2026-01-21 21:00:00,1.16913,0.6657569557446451,-10.036519316518014,-0.001054309605195604,Long,Closed,3
4,4,0,8019.212432433898,2026-02-13 16:00:00,1.1859,0.6656988816539524,2026-02-13 17:00:00,1.18482,0.6650926291937431,-9.991540937876046,-0.001050636984568688,Long,Closed,4
